CoC Number,CoC Name,CoC Category,Count Types,Homelessness.Type,Count,Year
PA-505,Chester County CoC,Largely Suburban CoC,Sheltered and Unsheltered Count,Overall.Homeless.Individuals,476,2012
PA-505,Chester County CoC,Largely Suburban CoC,Sheltered and Unsheltered Count,Overall.Homeless.People.in.Families,215,2012
PA-506,Reading/Berks County CoC,Largely Suburban CoC,Sheltered and Unsheltered Count,Overall.Homeless,340,2012
PA-506,Reading/Berks County CoC,Largely Suburban CoC,Sheltered and Unsheltered Count,Sheltered.Total.Homeless,323,2012
PA-506,Reading/Berks County CoC,Largely Suburban CoC,Sheltered and Unsheltered Count,Unsheltered.Homeless,17,2012
PA-506,Reading/Berks County CoC,Largely Suburban CoC,Sheltered and Unsheltered Count,Overall.Homeless.Individuals,216,2012
PA-506,Reading/Berks County CoC,Largely Suburban CoC,Sheltered and Unsheltered Count,Overall.Homeless.People.in.Families,124,2012
PA-508,Scranton/Lackawanna County CoC,Largely Suburban CoC,Sheltered and Unsheltered Count,Overall.Homeless,260,2012
PA-508,Scranton/Lackawanna County CoC,Largely Suburban CoC,Sheltered and Unsheltered Count,Sheltered.Total.Homeless,238,2012
PA-508,Scranton/Lackawanna County CoC,Largely Suburban CoC,Sheltered and Unsheltered Count,Unsheltered.Homeless,22,2012
PA-508,Scranton/Lackawanna County CoC,Largely Suburban CoC,Sheltered and Unsheltered Count,Overall.Homeless.Individuals,92,2012
PA-508,Scranton/Lackawanna County CoC,Largely Suburban CoC,Sheltered and Unsheltered Count,Overall.Homeless.People.in.Families,168,2012
PA-509,Eastern Pennsylvania CoC,Largely Rural CoC,Sheltered-Only Count,Overall.Homeless,1752,2012
PA-509,Eastern Pennsylvania CoC,Largely Rural CoC,Sheltered-Only Count,Sheltered.Total.Homeless,1621,2012
PA-509,Eastern Pennsylvania CoC,Largely Rural CoC,Sheltered-Only Count,Unsheltered.Homeless,131,2012
PA-509,Eastern Pennsylvania CoC,Largely Rural CoC,Sheltered-Only Count,Overall.Homeless.Individuals,664,2012
PA-509,Eastern Pennsylvania CoC,Largely Rural CoC,Sheltered-Only Count,Overall.Homeless.People.in.Families,1088,2012
PA-510,Lancaster City & County CoC,Largely Suburban CoC,Sheltered and Unsheltered Count,Overall.Homeless,562,2012
PA-510,Lancaster City & County CoC,Largely Suburban CoC,Sheltered and Unsheltered Count,Sheltered.Total.Homeless,553,2012
PA-510,Lancaster City & County CoC,Largely Suburban CoC,Sheltered and Unsheltered Count,Unsheltered.Homeless,9,2012
PA-510,Lancaster City & County CoC,Largely Suburban CoC,Sheltered and Unsheltered Count,Overall.Homeless.Individuals,241,2012
PA-510,Lancaster City & County CoC,Largely Suburban CoC,Sheltered and Unsheltered Count,Overall.Homeless.People.in.Families,321,2012
PA-511,"Bristol, Bensalem/Bucks County CoC",Largely Suburban CoC,Sheltered and Unsheltered Count,Overall.Homeless,458,2012
PA-511,"Bristol, Bensalem/Bucks County CoC",Largely Suburban CoC,Sheltered and Unsheltered Count,Sheltered.Total.Homeless,407,2012
PA-511,"Bristol, Bensalem/Bucks County CoC",Largely Suburban CoC,Sheltered and Unsheltered Count,Unsheltered.Homeless,51,2012
PA-511,"Bristol, Bensalem/Bucks County CoC",Largely Suburban CoC,Sheltered and Unsheltered Count,Overall.Homeless.Individuals,142,2012
PA-511,"Bristol, Bensalem/Bucks County CoC",Largely Suburban CoC,Sheltered and Unsheltered Count,Overall.Homeless.People.in.Families,316,2012
PA-512,York City & County CoC,Largely Suburban CoC,Sheltered-Only Count,Overall.Homeless,284,2012
PA-512,York City & County CoC,Largely Suburban CoC,Sheltered-Only Count,Sheltered.Total.Homeless,259,2012
PA-512,York City & County CoC,Largely Suburban CoC,Sheltered-Only Count,Unsheltered.Homeless,25,2012
PA-512,York City & County CoC,Largely Suburban CoC,Sheltered-Only Count,Overall.Homeless.Individuals,129,2012
PA-512,York City & County CoC,Largely Suburban CoC,Sheltered-Only Count,Overall.Homeless.People.in.Families,155,2012
PA-600,"Pittsburgh, McKeesport, Penn Hills/Allegheny County CoC",Largely Suburban CoC,Sheltered and Unsheltered Count,Overall.Homeless,1376,2012
PA-600,"Pittsburgh, McKeesport, Penn Hills/Allegheny County CoC",Largely Suburban CoC,Sheltered and Unsheltered Count,Sheltered.Total.Homeless,1320,2012
PA-600,"Pittsburgh, McKeesport, Penn Hills/Allegheny County CoC",Largely Suburban CoC,Sheltered and Unsheltered Count,Unsheltered.Homeless,56,2012
PA-600,"Pittsburgh, McKeesport, Penn Hills/Allegheny County CoC",Largely Suburban CoC,Sheltered and Unsheltered Count,Overall.Homeless.Individuals,816,2012
PA-600,"Pittsburgh, McKeesport, Penn Hills/Allegheny County CoC",Largely Suburban CoC,Sheltered and Unsheltered Count,Overall.Homeless.People.in.Families,560,2012
PA-601,Western Pennsylvania CoC,Largely Rural CoC,Sheltered-Only Count,Overall.Homeless,1097,2012
PA-601,Western Pennsylvania CoC,Largely Rural CoC,Sheltered-Only Count,Sheltered.Total.Homeless,1031,2012
PA-601,Western Pennsylvania CoC,Largely Rural CoC,Sheltered-Only Count,Unsheltered.Homeless,66,2012
PA-601,Western Pennsylvania CoC,Largely Rural CoC,Sheltered-Only Count,Overall.Homeless.Individuals,566,2012
PA-601,Western Pennsylvania CoC,Largely Rural CoC,Sheltered-Only Count,Overall.Homeless.People.in.Families,531,2012
PA-603,Beaver County CoC,Largely Suburban CoC,Sheltered and Unsheltered Count,Overall.Homeless,110,2012
PA-603,Beaver County CoC,Largely Suburban CoC,Sheltered and Unsheltered Count,Sheltered.Total.Homeless,105,2012
PA-603,Beaver County CoC,Largely Suburban CoC,Sheltered and Unsheltered Count,Unsheltered.Homeless,5,2012
PA-603,Beaver County CoC,Largely Suburban CoC,Sheltered and Unsheltered Count,Overall.Homeless.Individuals,65,2012
PA-603,Beaver County CoC,Largely Suburban CoC,Sheltered and Unsheltered Count,Overall.Homeless.People.in.Families,45,2012
PA-605,Erie City & County CoC,Largely Suburban CoC,Sheltered and Unsheltered Count,Overall.Homeless,439,2012
PA-605,Erie City & County CoC,Largely Suburban CoC,Sheltered and Unsheltered Count,Sheltered.Total.Homeless,393,2012
PA-605,Erie City & County CoC,Largely Suburban CoC,Sheltered and Unsheltered Count,Unsheltered.Homeless,46,2012
PA-605,Erie City & County CoC,Largely Suburban CoC,Sheltered and Unsheltered Count,Overall.Homeless.Individuals,191,2012
PA-605,Erie City & County CoC,Largely Suburban CoC,Sheltered and Unsheltered Count,Overall.Homeless.People.in.Families,248,2012
PR-502,Puerto Rico Balance of Commonwealth CoC,Largely Suburban CoC,Sheltered-Only Count,Overall.Homeless,1685,2012
PR-502,Puerto Rico Balance of Commonwealth CoC,Largely Suburban CoC,Sheltered-Only Count,Sheltered.Total.Homeless,805,2012
PR-502,Puerto Rico Balance of Commonwealth CoC,Largely Suburban CoC,Sheltered-Only Count,Unsheltered.Homeless,880,2012
PR-502,Puerto Rico Balance of Commonwealth CoC,Largely Suburban CoC,Sheltered-Only Count,Overall.Homeless.Individuals,1348,2012
PR-502,Puerto Rico Balance of Commonwealth CoC,Largely Suburban CoC,Sheltered-Only Count,Overall.Homeless.People.in.Families,337,2012
PR-503,South-Southeast Puerto Rico CoC,Largely Suburban CoC,Sheltered-Only Count,Overall.Homeless,1527,2012
PR-503,South-Southeast Puerto Rico CoC,Largely Suburban CoC,Sheltered-Only Count,Sheltered.Total.Homeless,541,2012
PR-503,South-Southeast Puerto Rico CoC,Largely Suburban CoC,Sheltered-Only Count,Unsheltered.Homeless,986,2012
PR-503,South-Southeast Puerto Rico CoC,Largely Suburban CoC,Sheltered-Only Count,Overall.Homeless.Individuals,1146,2012
PR-503,South-Southeast Puerto Rico CoC,Largely Suburban CoC,Sheltered-Only Count,Overall.Homeless.People.in.Families,381,2012
RI-500,Rhode Island Statewide CoC,Largely Suburban CoC,Sheltered and Unsheltered Count,Overall.Homeless,1277,2012
RI-500,Rhode Island Statewide CoC,Largely Suburban CoC,Sheltered and Unsheltered Count,Sheltered.Total.Homeless,1249,2012
RI-500,Rhode Island Statewide CoC,Largely Suburban CoC,Sheltered and Unsheltered Count,Unsheltered.Homeless,28,2012
RI-500,Rhode Island Statewide CoC,Largely Suburban CoC,Sheltered and Unsheltered Count,Overall.Homeless.Individuals,788,2012
RI-500,Rhode Island Statewide CoC,Largely Suburban CoC,Sheltered and Unsheltered Count,Overall.Homeless.People.in.Families,489,2012
SC-500,Charleston/Low Country CoC,Largely Suburban CoC,Sheltered-Only Count,Overall.Homeless,483,2012
SC-500,Charleston/Low Country CoC,Largely Suburban CoC,Sheltered-Only Count,Sheltered.Total.Homeless,271,2012
SC-500,Charleston/Low Country CoC,Largely Suburban CoC,Sheltered-Only Count,Unsheltered.Homeless,212,2012
SC-500,Charleston/Low Country CoC,Largely Suburban CoC,Sheltered-Only Count,Overall.Homeless.Individuals,416,2012
SC-500,Charleston/Low Country CoC,Largely Suburban CoC,Sheltered-Only Count,Overall.Homeless.People.in.Families,67,2012
SC-501,"Greenville, Anderson, Spartanburg/Upstate CoC",Largely Suburban CoC,Sheltered-Only Count,Overall.Homeless,1324,2012
SC-501,"Greenville, Anderson, Spartanburg/Upstate CoC",Largely Suburban CoC,Sheltered-Only Count,Sheltered.Total.Homeless,1139,2012
SC-501,"Greenville, Anderson, Spartanburg/Upstate CoC",Largely Suburban CoC,Sheltered-Only Count,Unsheltered.Homeless,185,2012
SC-501,"Greenville, Anderson, Spartanburg/Upstate CoC",Largely Suburban CoC,Sheltered-Only Count,Overall.Homeless.Individuals,786,2012
SC-501,"Greenville, Anderson, Spartanburg/Upstate CoC",Largely Suburban CoC,Sheltered-Only Count,Overall.Homeless.People.in.Families,538,2012
SC-502,Columbia/Midlands CoC,Largely Suburban CoC,Sheltered-Only Count,Overall.Homeless,1648,2012
SC-502,Columbia/Midlands CoC,Largely Suburban CoC,Sheltered-Only Count,Sheltered.Total.Homeless,946,2012
SC-502,Columbia/Midlands CoC,Largely Suburban CoC,Sheltered-Only Count,Unsheltered.Homeless,702,2012
SC-502,Columbia/Midlands CoC,Largely Suburban CoC,Sheltered-Only Count,Overall.Homeless.Individuals,1306,2012
SC-502,Columbia/Midlands CoC,Largely Suburban CoC,Sheltered-Only Count,Overall.Homeless.People.in.Families,342,2012
SC-503,"Myrtle Beach, Sumter City & County CoC",Largely Rural CoC,Sheltered-Only Count,Overall.Homeless,1460,2012
SC-503,"Myrtle Beach, Sumter City & County CoC",Largely Rural CoC,Sheltered-Only Count,Sheltered.Total.Homeless,420,2012
SC-503,"Myrtle Beach, Sumter City & County CoC",Largely Rural CoC,Sheltered-Only Count,Unsheltered.Homeless,1040,2012
SC-503,"Myrtle Beach, Sumter City & County CoC",Largely Rural CoC,Sheltered-Only Count,Overall.Homeless.Individuals,819,2012
SC-503,"Myrtle Beach, Sumter City & County CoC",Largely Rural CoC,Sheltered-Only Count,Overall.Homeless.People.in.Families,641,2012
SD-500,South Dakota Statewide CoC,Largely Rural CoC,Sheltered-Only Count,Overall.Homeless,859,2012
SD-500,South Dakota Statewide CoC,Largely Rural CoC,Sheltered-Only Count,Sheltered.Total.Homeless,795,2012
SD-500,South Dakota Statewide CoC,Largely Rural CoC,Sheltered-Only Count,Unsheltered.Homeless,64,2012
SD-500,South Dakota Statewide CoC,Largely Rural CoC,Sheltered-Only Count,Overall.Homeless.Individuals,512,2012
SD-500,South Dakota Statewide CoC,Largely Rural CoC,Sheltered-Only Count,Overall.Homeless.People.in.Families,347,2012
TN-500,Chattanooga/Southeast Tennessee CoC,Largely Rural CoC,Sheltered and Unsheltered Count,Overall.Homeless,548,2012
TN-500,Chattanooga/Southeast Tennessee CoC,Largely Rural CoC,Sheltered and Unsheltered Count,Sheltered.Total.Homeless,374,2012
TN-500,Chattanooga/Southeast Tennessee CoC,Largely Rural CoC,Sheltered and Unsheltered Count,Unsheltered.Homeless,174,2012
TN-500,Chattanooga/Southeast Tennessee CoC,Largely Rural CoC,Sheltered and Unsheltered Count,Overall.Homeless.Individuals,364,2012
TN-500,Chattanooga/Southeast Tennessee CoC,Largely Rural CoC,Sheltered and Unsheltered Count,Overall.Homeless.People.in.Families,184,2012
TN-501,Memphis/Shelby County CoC,Major City CoC,Sheltered and Unsheltered Count,Overall.Homeless,2076,2012
TN-501,Memphis/Shelby County CoC,Major City CoC,Sheltered and Unsheltered Count,Sheltered.Total.Homeless,1750,2012
TN-501,Memphis/Shelby County CoC,Major City CoC,Sheltered and Unsheltered Count,Unsheltered.Homeless,326,2012
TN-501,Memphis/Shelby County CoC,Major City CoC,Sheltered and Unsheltered Count,Overall.Homeless.Individuals,1386,2012
TN-501,Memphis/Shelby County CoC,Major City CoC,Sheltered and Unsheltered Count,Overall.Homeless.People.in.Families,690,2012
TN-502,Knoxville/Knox County CoC,Largely Suburban CoC,Sheltered and Unsheltered Count,Overall.Homeless,854,2012
TN-502,Knoxville/Knox County CoC,Largely Suburban CoC,Sheltered and Unsheltered Count,Sheltered.Total.Homeless,721,2012
TN-502,Knoxville/Knox County CoC,Largely Suburban CoC,Sheltered and Unsheltered Count,Unsheltered.Homeless,133,2012
TN-502,Knoxville/Knox County CoC,Largely Suburban CoC,Sheltered and Unsheltered Count,Overall.Homeless.Individuals,772,2012
TN-502,Knoxville/Knox County CoC,Largely Suburban CoC,Sheltered and Unsheltered Count,Overall.Homeless.People.in.Families,82,2012
TN-503,Central Tennessee CoC,Largely Rural CoC,Sheltered and Unsheltered Count,Overall.Homeless,245,2012
TN-503,Central Tennessee CoC,Largely Rural CoC,Sheltered and Unsheltered Count,Sheltered.Total.Homeless,232,2012
TN-503,Central Tennessee CoC,Largely Rural CoC,Sheltered and Unsheltered Count,Unsheltered.Homeless,13,2012
TN-503,Central Tennessee CoC,Largely Rural CoC,Sheltered and Unsheltered Count,Overall.Homeless.Individuals,190,2012
TN-503,Central Tennessee CoC,Largely Rural CoC,Sheltered and Unsheltered Count,Overall.Homeless.People.in.Families,55,2012
TN-504,Nashville-Davidson County CoC,Major City CoC,Sheltered-Only Count,Overall.Homeless,1934,2012
TN-504,Nashville-Davidson County CoC,Major City CoC,Sheltered-Only Count,Sheltered.Total.Homeless,1571,2012
TN-504,Nashville-Davidson County CoC,Major City CoC,Sheltered-Only Count,Unsheltered.Homeless,363,2012
TN-504,Nashville-Davidson County CoC,Major City CoC,Sheltered-Only Count,Overall.Homeless.Individuals,1690,2012
TN-504,Nashville-Davidson County CoC,Major City CoC,Sheltered-Only Count,Overall.Homeless.People.in.Families,244,2012
TN-506,Upper Cumberland CoC,Largely Rural CoC,Sheltered and Unsheltered Count,Overall.Homeless,658,2012
TN-506,Upper Cumberland CoC,Largely Rural CoC,Sheltered and Unsheltered Count,Sheltered.Total.Homeless,159,2012
TN-506,Upper Cumberland CoC,Largely Rural CoC,Sheltered and Unsheltered Count,Unsheltered.Homeless,499,2012
TN-506,Upper Cumberland CoC,Largely Rural CoC,Sheltered and Unsheltered Count,Overall.Homeless.Individuals,480,2012
TN-506,Upper Cumberland CoC,Largely Rural CoC,Sheltered and Unsheltered Count,Overall.Homeless.People.in.Families,178,2012
TN-507,Jackson/West Tennessee CoC,Largely Rural CoC,Sheltered and Unsheltered Count,Overall.Homeless,1692,2012
TN-507,Jackson/West Tennessee CoC,Largely Rural CoC,Sheltered and Unsheltered Count,Sheltered.Total.Homeless,230,2012
TN-507,Jackson/West Tennessee CoC,Largely Rural CoC,Sheltered and Unsheltered Count,Unsheltered.Homeless,1462,2012
TN-507,Jackson/West Tennessee CoC,Largely Rural CoC,Sheltered and Unsheltered Count,Overall.Homeless.Individuals,1071,2012
TN-507,Jackson/West Tennessee CoC,Largely Rural CoC,Sheltered and Unsheltered Count,Overall.Homeless.People.in.Families,621,2012
TN-509,Appalachian Regional CoC,Largely Rural CoC,Sheltered-Only Count,Overall.Homeless,424,2012
TN-509,Appalachian Regional CoC,Largely Rural CoC,Sheltered-Only Count,Sheltered.Total.Homeless,323,2012
TN-509,Appalachian Regional CoC,Largely Rural CoC,Sheltered-Only Count,Unsheltered.Homeless,101,2012
TN-509,Appalachian Regional CoC,Largely Rural CoC,Sheltered-Only Count,Overall.Homeless.Individuals,303,2012
TN-509,Appalachian Regional CoC,Largely Rural CoC,Sheltered-Only Count,Overall.Homeless.People.in.Families,121,2012
TN-510,Murfreesboro/Rutherford County CoC,Largely Suburban CoC,Sheltered and Unsheltered Count,Overall.Homeless,218,2012
TN-510,Murfreesboro/Rutherford County CoC,Largely Suburban CoC,Sheltered and Unsheltered Count,Sheltered.Total.Homeless,122,2012
TN-510,Murfreesboro/Rutherford County CoC,Largely Suburban CoC,Sheltered and Unsheltered Count,Unsheltered.Homeless,96,2012
TN-510,Murfreesboro/Rutherford County CoC,Largely Suburban CoC,Sheltered and Unsheltered Count,Overall.Homeless.Individuals,149,2012
TN-510,Murfreesboro/Rutherford County CoC,Largely Suburban CoC,Sheltered and Unsheltered Count,Overall.Homeless.People.in.Families,69,2012
TN-512,"Morristown/Blount, Sevier, Campbell, Cocke Counties CoC",Largely Rural CoC,Sheltered and Unsheltered Count,Overall.Homeless,777,2012
TN-512,"Morristown/Blount, Sevier, Campbell, Cocke Counties CoC",Largely Rural CoC,Sheltered and Unsheltered Count,Sheltered.Total.Homeless,296,2012
TN-512,"Morristown/Blount, Sevier, Campbell, Cocke Counties CoC",Largely Rural CoC,Sheltered and Unsheltered Count,Unsheltered.Homeless,481,2012
TN-512,"Morristown/Blount, Sevier, Campbell, Cocke Counties CoC",Largely Rural CoC,Sheltered and Unsheltered Count,Overall.Homeless.Individuals,500,2012
TN-512,"Morristown/Blount, Sevier, Campbell, Cocke Counties CoC",Largely Rural CoC,Sheltered and Unsheltered Count,Overall.Homeless.People.in.Families,277,2012
TX-500,San Antonio/Bexar County CoC,Major City CoC,Sheltered and Unsheltered Count,Overall.Homeless,3670,2012
TX-500,San Antonio/Bexar County CoC,Major City CoC,Sheltered and Unsheltered Count,Sheltered.Total.Homeless,2043,2012
TX-500,San Antonio/Bexar County CoC,Major City CoC,Sheltered and Unsheltered Count,Unsheltered.Homeless,1627,2012
TX-500,San Antonio/Bexar County CoC,Major City CoC,Sheltered and Unsheltered Count,Overall.Homeless.Individuals,1289,2012
TX-500,San Antonio/Bexar County CoC,Major City CoC,Sheltered and Unsheltered Count,Overall.Homeless.People.in.Families,2381,2012
TX-503,Austin/Travis County CoC,Major City CoC,Sheltered and Unsheltered Count,Overall.Homeless,2244,2012
TX-503,Austin/Travis County CoC,Major City CoC,Sheltered and Unsheltered Count,Sheltered.Total.Homeless,1375,2012
TX-503,Austin/Travis County CoC,Major City CoC,Sheltered and Unsheltered Count,Unsheltered.Homeless,869,2012
TX-503,Austin/Travis County CoC,Major City CoC,Sheltered and Unsheltered Count,Overall.Homeless.Individuals,1572,2012
TX-503,Austin/Travis County CoC,Major City CoC,Sheltered and Unsheltered Count,Overall.Homeless.People.in.Families,672,2012
TX-600,"Dallas City & County, Irving CoC",Major City CoC,Sheltered and Unsheltered Count,Overall.Homeless,3447,2012
TX-600,"Dallas City & County, Irving CoC",Major City CoC,Sheltered and Unsheltered Count,Sheltered.Total.Homeless,3242,2012
